company_name,job_description,email_domain,website_url,label,name
,"Sep 2, 2015 ... The best learning before even joining was they helped me identify “my spark on finance”. My internship started on June 1, 2015, at Goldman Sachs ...",,https://blog.internshala.com/internship-goldman-sachs-761/,1,Goldman Sachs
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... Schneider Electric ...,,https://internshala.com/company/vision-india-services-private-limited-1464149687/,1,Schneider Electric
Hexsoftware,"Congratulations! We are pleased to inform you that you have been selected for the position of Java Programming at Hex Softwares We were impressed by your qualifications, skills, and enthusiasm for Java Programming, and we are excited to have you join our team",info@hexsoftware.co.in,https://hexsoftware.co.in/,0,
,"Apr 11, 2024 ... I am confident that my education and internship experience have made me a great fit for Accenture's innovative projects. Pro Tip: Preparing ...",,https://blog.internshala.com/accenture-hr-interview-questions-and-answers/,1,Accenture
,"May 29, 2025 ... About the work from home job/internship · 1. Work on training and development in Zoho CRM, Zoho Creator development, deluge scripting, etc. · 2.",,https://internshala.com/internship/detail/work-from-home-zoho-developer-internship-at-insightcrew1748499990,1,Zoho
,Q. How can I apply for a sap internship on Internshala?,,https://internshala.com/internships/sap-internship/1000/,1,SAP
,Interim Engineering Intern – Software internships by Qualcomm. View the internship details & apply to get your dream job!,,https://internshala.com/internship/detail/interim-engineering-intern--software-internship-in-multiple-locations-at-qualcomm1743238757,1,Qualcomm
,... HP across ... Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ...,,https://internshala.com/jobs/jobs-in-himachal-pradesh/,1,HP
,"Internship stipends at L&T Finance Holdings Limited. Human Resources (HR). ₹ 15,000 /month. Perks and benefits at L&T Finance Holdings Limited. Certificate.",,https://internshala.com/company/l-t-finance-holdings-limited-1583302782/salaries-perks/,1,L&T
,"Nov 30, 2021 ... L&T offers training / internship to undergraduate students in Civil, Mechanical, Electrical and Instrumentation / Electronics stream.",,https://blog.internshala.com/internship-at-larsen-toubro-construction/,1,L&T
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... VMWARE ...,,https://internshala.com/company/traincape-technology-1724138108/,1,VMware
,"Mar 2, 2024 ... Discover ICICI Bank PO interview questions with our ... Internship & Job Tips. Internship Tips · Tips & Tricks · Learning Tracks.",,https://blog.internshala.com/icici-bank-po-interview-questions/,1,ICICI Bank
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... Atlassian ...,,https://internshala.com/jobs/figma-jobs/,1,Atlassian
,... Internship Electronics Internship Content Writing Internship Civil Internship Campus Ambassador Program View all internships ... Mahindra & Mahindra. Share ...,,https://internshala.com/company/mahindra-mahindra-1427365404/,1,Mahindra & Mahindra
Encryptrix,"Congratulations on your selection for the ""Machine Learning"" virtual internship at Encryptix! We're thrilled to have you on board for the 4-week internship from June 2, 2024, to July 2, 2024.",contact@encryptrix.com,https://encryptrix.com/,0,
,"Apr 3, 2024 ... Internship & Job Tips. Internship Tips · Tips & Tricks · Learning Tracks ... PwC (PricewaterhouseCoopers). PwC is one of the 'Big Four ...",,https://blog.internshala.com/top-management-consulting-companies-in-india/,1,PwC (PricewaterhouseCoopers)
,"Sep 2, 2024 ... Amazon offers a wide array of internship opportunities for both students and recent graduates. The e-commerce giant provides hands-on experience ...",,https://blog.internshala.com/how-to-get-an-internship-at-amazon/,1,Amazon
,"Sep 5, 2024 ... Internship & Job Tips. Internship Tips · Tips & Tricks · Learning Tracks ... Cisco interviews are known for their rigorous and comprehensive ...",,https://blog.internshala.com/job-tips/interview-guide/page/8/,1,Cisco
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... Cisco ...,,https://internshala.com/company/growthgear-1605547246/,1,Cisco
,"Nov 1, 2019 ... Looking for an internship at Wipro? Dive into the world of Wipro internships and learn about the Wipro recruitment process.",,https://blog.internshala.com/how-to-get-an-internship-at-wipro/,1,Wipro
,"Jul 22, 2024 ... How to Apply for an Infosys Internship? Infosys offers a variety of internship programs designed to provide students and recent graduates with ...",,https://blog.internshala.com/how-to-get-internship-in-infosys/,1,Infosys
Aspire Intern,<Company name> is pleased to offer you an educational internship opportunity as a <title or role> intern. You will report directly to <mana ger' s name>. This position is located in,support@aspireintern.com,https://aspireintern.com/,0,
,"Sep 20, 2024 ... 1. Search for Roles on Nvidia's Careers Page · 2. Apply on Other Job Portals · 3. Utilize LinkedIn and Networking · 4. Apply for Nvidia Internship ...",,https://blog.internshala.com/how-to-get-a-job-at-nvidia/,1,NVIDIA
Mindshift Technologies,"We are delighted to offer you the internship on C Programming Intern at MindShift Technologies. After carefully reviewing your qualifications, enthusiasm, and potential, we are confident that you will be a valuable addition to our team.",info@mindshifttech.com,https://mindshifttech.com/,0,
CodeClause Pvt Ltd,"We are pleased to offer you an internship with CodeClause Pvt Ltd as Data Science Intern. This is an educational internship. Our goal is for you to learn more about Software Development. As we discussed, your internship is expected to last from 1 Oct 2023 to 1 Nov 2023. However, at the sole discretion of the Company, the duration of the internship may be extended or shortened with",support@codeclause.com,https://www.codeclause.com/,0,
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... KPMG. Share ...,,https://internshala.com/company/kpmg-1695718422/,1,KPMG
,Apply for internship at Wipro on Internshala. Find the latest paid internship opportunites at Wipro in India.,,https://internshala.com/internships/internship-at-wipro/,1,Wipro
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... Oracle Jobs ...,,https://internshala.com/fresher-jobs/oracle-jobs/,1,Oracle
Prodology,"We are pleased to offer you the position of Cyber Security Intern at Prodigy Info Tech. This is an educational internship. As a valued member of our team, you will have the opportunity to gain hands-on experience in this field",info@prodology.in,https://prodology.in/,0,
Softechnova Enterprises,We are pleased to offer you the position of Ul/UX Developer Intern at Softechnova Enterprises. This internship is an educational opportunity designed to help you gain hands-on experience and enhance your skills in the field of Information Technology,info@softechnova.com,https://softechnova.com/,0,
,"Apr 23, 2018 ... Take a peek into Ola's recruitment process and enhance your chances of securing an internship at Ola.",,https://blog.internshala.com/how-to-get-an-internship-at-ola/,1,Ola
,Apply for internship at Morgan Stanley on Internshala. Find the latest paid internship opportunites at Morgan Stanley in India.,,https://internshala.com/internships/internship-at-morgan-stanley/,1,Morgan Stanley
,"May 27, 2025 ... Automation Projects - Office 365 internship in Bangalore by ITC Limited (Foods Division). View the internship details & apply to get your ...",,https://internshala.com/internship/detail/automation-projects-office-365-internship-in-bangalore-at-itc-limited-foods-division1748406289,1,ITC Limited
,Internship stipends at Paytm · Business Analytics · Market Research · Talent Acquisition · Recruitment · Social Influncer Onboarding · Content Writing · Search Engine ...,,https://internshala.com/company/paytm-1721040171/salaries-perks/,1,Paytm
,"May 29, 2024 ... Identify your area of interest before applying for an internship at KPMG India. The company offers internship opportunities in these domains:.",,https://blog.internshala.com/how-to-apply-for-internship-in-kpmg-india/,1,KPMG
,"Feb 3, 2017 ... ... Cognizant internship 2017. Students pursuing MBA can apply for Cognizant Business Consulting (CBC) summer internships and there are many ...",,https://blog.internshala.com/how-to-get-an-internship-in-cognizant/,1,Cognizant
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship HR Internship ...,,https://internshala.com/information-technology-companies/,1,Ola
,"Jul 18, 2018 ... Looking for an internship at Intel India? Take a look at Intel careers, Intel recruitment process, and the questions asked during Intel ...",,https://blog.internshala.com/how-to-get-an-internship-at-intel-india/,1,Intel
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... HP ...,,https://internshala.com/company/hp-adhesives-limited-1721194055/,1,HP
,"May 26, 2025 ... ... Internship Graphic Design Internship Architecture Internship Mechanical Internship ... Mahindra & Mahindra Financial Services Limited. MIBL was ...",,https://internshala.com/internship/detail/talent-acquisition-internship-in-multiple-locations-at-mahindra-insurance-brokers-limited1748328676,1,Mahindra & Mahindra
,"Jul 6, 2024 ... Internship & Job Tips. Internship Tips · Tips & Tricks · Learning ... EY (Ernst & Young); Wipro; Boston Consulting Group; Capgemini. 12. Web ...",,https://blog.internshala.com/jobs-after-bsc-computer-science/,1,EY (Ernst & Young)
,"May 26, 2025 ... ... JP Morgan Chase ... Internship Electronics Internship Content Writing Internship Civil Internship Campus Ambassador Program View all internships.",,https://internshala.com/job/detail/asset-management-investment-specialist-tech--associate-job-in-mumbai-at-jp-morgan-chase-and-co1748256635,1,JP Morgan Chase
,... Internship Electronics Internship Content Writing Internship Civil Internship Campus Ambassador Program View all internships ... Mahindra & Mahindra ...,,https://internshala.com/company/mahindra-insurance-brokers-1531312168/,1,Mahindra & Mahindra
Edu Tantr,We are delighted to extend an offer for the position of CAMPUS MARKETING EXECUTIVE at Edu Tantr. We were impressed by your application and believe that your skills and enthusiasm make you an excellent fit for our team.,info@edutantr.com,https://edutantr.com/,0,
,"Internship stipends at HDFC Bank Limited. Human Resources (HR). ₹ 12,000 /month. Recruitment. ₹ 7,500 /month. Human Resources. ₹ 7,500 /month ...",,https://internshala.com/company/hdfc-bank-limited-1450251725/salaries-perks/,1,HDFC Bank
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... NVIDIA ...,,https://internshala.com/internships/engineering-internship/,1,NVIDIA
Halointern,<Company name> is pleased to offer you an educational internship opportunity as a <title or role> intern.,support@halointern.com,https://halointern.com/,0,
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... Atlassian.,,https://internshala.com/company/pdv-technocrats-private-limited-1640082489/,1,Atlassian
,"Jul 1, 2024 ... ICICI Bank offers exciting internship opportunities for students and young professionals looking to begin their careers in the banking and ...",,https://blog.internshala.com/how-to-apply-for-internship-in-icici-bank/,1,ICICI Bank
,"4 days ago ... ... Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... Cisco, PepsiCo, and more. Activity on ...",,https://internshala.com/internship/detail/work-from-home-front-end-development-internship-at-growthgear1748932717,1,Cisco
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... Dell Technologies ...,,https://internshala.com/jobs/sales-jobs/,1,Dell Technologies
Oasis Infobyte,We are delighted to welcome you for the intemship of Data Science in our fellowship. This internship is observed by Oasis Infobyte as being a learning opportunity for you.,contact@oasisinfobyte.in,https://oasisinfobyte.com/,0,
,Apply for internship at Reliance Industries Limited on Internshala. Find the latest paid internship opportunites at Reliance Industries Limited in India.,,https://internshala.com/internships/internship-at-reliance-industries-limited/,1,Reliance Industries
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... Bosch ...,,https://internshala.com/company/noviga-automation-1531881514/,1,Bosch
,"Jul 27, 2024 ... Internship & Job Tips. Internship Tips · Tips & Tricks · Learning ... Dell Technologies, Mindtree, Google; Agriculture: Deejay Coconut Farm ...",,https://blog.internshala.com/how-to-get-a-job-in-bangalore/,1,Dell Technologies
,How can I apply for work from home salesforce internships on Internshala? You can apply for salesforce work from home internship intern job using the following ...,,https://internshala.com/internships/work-from-home-salesforce-internships/,1,Salesforce
,"May 30, 2024 ... Internship & Job Tips. Internship Tips · Tips & Tricks · Learning ... ABB India is one of the leading organizations in the fields of power ...",,https://blog.internshala.com/highest-paying-electrical-engineering-companies/,1,ABB
,Interim Engineering Intern internships by Qualcomm. View the internship details & apply to get your dream job!,,https://internshala.com/internship/detail/interim-engineering-intern-internship-in-multiple-locations-at-qualcomm1743141587,1,Qualcomm
,"Jun 8, 2016 ... Infosys runs two different internship programs: 1. InStep: The flagship global internship program for undergraduate, postgraduate, and Ph.D. students.",,https://blog.internshala.com/how-to-get-an-internship-at-infosys/,1,Infosys
,"May 9, 2025 ... Using accurate locators is critical for stable and reliable test scripts. Pro Tip: As a fresher looking to join Cognizant, getting an internship ...",,https://blog.internshala.com/cognizant-automation-testing-interview-questions/,1,Cognizant
,"Sep 3, 2024 ... PwC (PricewaterhouseCoopers): PwC is distinguished by its strong ... Practice your responses and use examples from your internship or work ...",,https://blog.internshala.com/how-to-get-a-job-at-big-four/,1,PwC (PricewaterhouseCoopers)
,Hardware Engineer Intern internship in Bengaluru by IBM. View the internship details & apply to get your dream job!,,https://internshala.com/internship/detail/hardware-engineer-intern-internship-in-bangalore-at-ibm1743146742,1,IBM
,"Internship stipends at Zoho. Content Writing. ₹ 2,500 /month. Mobile App Development. ₹ 1,000 /month. Web Development. ₹ 1,500 /month. Perks and benefits at ...",,https://internshala.com/company/zoho-1496800726/salaries-perks/,1,Zoho
,"Nov 13, 2024 ... In this guide on how to secure an internship at Goldman Sachs, we will explore the various internship opportunities available, each offering valuable hands-on ...",,https://blog.internshala.com/how-to-get-an-internship-at-goldman-sachs/,1,Goldman Sachs
Bluestock Fintech,"I am pleased to extend an offer for the Internship position at Bluestock Fintech. After careful consideration of your application and assessment performance, we are confident in your abilities and believe that you will make a valuable contribution to our team. You will be hired as a part-time unpaid intern for a period of 2 months.",support@bluestockfintech.com,https://www.bluestockfintech.com/,0,
,2 days ago ... Talent Acquisition internships by Capgemini. View the internship details & apply to get your dream job!,,https://internshala.com/internship/detail/talent-acquisition-internship-in-multiple-locations-at-capgemini1749109569,1,Capgemini
Unified Mentors,"Welcome to the Unified Mentor Internship Program. We are excited to have you on board! To help you get started, we have scheduled an induction session that will provide key insights into our company, the program, and your role.",info@unifiedmentors.com,https://www.unifiedmentors.com/,0,
,Apply for 8 SAP internships in India on Internshala. Explore the latest SAP internship vacancies & openings across the top companies.,,https://internshala.com/internships/sap-internship/,1,SAP
,Human Resources (HR) internship in Mumbai by Deloitte India. View the internship details & apply to get your dream job!,,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-deloitte-india1745472868,1,Deloitte
Prodigy Infotech,"We are pleased to offer you the position of Cyber Security Intern at Prodigy Info Tech. This is an educational internship. As a valued member of our team, you will have the opportunity to gain hands-on experience in this field.",contact@prodigyinfotech.dev,https://prodigyinfotech.dev/,0,
Novain,<Company name> is pleased to offer you an educational internship opportunity as a <title or role> intern. You will report directly to <mana ger' s name>. This position is located in,info@novain.in,https://www.novain.in/,0,
,"May 26, 2025 ... ... Internship Electronics Internship Content Writing Internship Civil Internship Campus Ambassador Program View all internships ... JP Morgan Chase ...",,https://internshala.com/job/detail/account-specialist-i-job-in-mumbai-at-jp-morgan-chase-and-co1748252930,1,JP Morgan Chase
Navodita Infotech,"We are pleased to offer you the opportunity to join Navodita Infotech as an Intern. We were impressed with your qualifications and your passion for Python, and we believe that you will make a valuable contribution to our team",info@navoditainfotech.com,https://navoditainfotech.com/,0,
Bharat Intern,"Congratulations on securing a virtual internship opportunity at Bharat Intern as an ""Full Stack Developer Intern"" commencing on August 10, 2023. We are excited to welcome you aboard",contact@bharatintern.com,https://bharatintern.com/,0,
,"Sep 3, 2024 ... EY (Ernst & Young): EY specializes in helping businesses manage ... Practice your responses and use examples from your internship or work ...",,https://blog.internshala.com/how-to-get-a-job-at-big-four/,1,EY (Ernst & Young)
CFSS Mentor,"We are delighted to offer you the position of Cyber Security & Ethical Hacking Intern at CFSS for a duration of 30 days, starting from Aug 16, 2024 and ending on Sep 15,2024. This internship will provide you with valuable hands-on experience in the field Ethical Hacking, allowing you to further develop your technical expertise and expand your knowledge in CyberSecurity.",info@cfssmentor.com,https://www.cfssmentor.com/,0,
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... Uber Technologies.,,https://internshala.com/internships/internship-in-vizianagaram/,1,Uber
,"Nov 29, 2016 ... What are the types of internships available at Siemens and who are eligible to apply? It has dedicated internship programs for undergraduates ...",,https://blog.internshala.com/how-to-get-an-internship-at-siemens/,1,Siemens
,... Internship Electronics Internship Content Writing Internship Civil Internship Campus Ambassador Program View all internships ... PwC (PricewaterhouseCoopers) ...,,https://internshala.com/jobs/cyber-security-jobs/,1,PwC (PricewaterhouseCoopers)
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... Accenture.,,https://internshala.com/company/accenture-1695718435/,1,Accenture
,"Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... HP, etc.",,https://internshala.com/company/novatech-software-private-limited-1619497097/,1,HP
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... Asian Paints ...,,https://internshala.com/company/alan-scott-automation-robotics-ltd-1737021621/,1,Asian Paints
Codveda,"We are pleased to extend to you an offer for the position of Data Analysis Intern at Codveda Technologies. Your outstanding qualifications, exceptional analytical skills, and enthusiasm for data analytics have impressed us, and we are excited to welcome you to our team.",info@codveda.com,https://codveda.com/,0,
,"Jun 9, 2024 ... The eligibility criteria to be considered for the Microsoft internship programs include: You should be enrolled in a full-time bachelor's, ...",,https://blog.internshala.com/how-to-get-internship-in-microsoft/,1,Microsoft
,"Feb 7, 2024 ... Internship & Job Tips. Internship Tips · Tips & Tricks ... Tata Consultancy Services (TCS) is a global IT services and consulting powerhouse.",,https://blog.internshala.com/tcs-python-interview-questions/,1,Tata Consultancy Services (TCS)
Codsoft,"We would like to congratulate you on being selected for the ""Web Development"" virtual internship position with ""CodSoft"". We at CodSoft are excited that you will join our team",contact@codsoft.in,https://www.codsoft.in/,0,
,Internship stipends at ITC Limited (Foods Division) · Marketing · Consumer Activation · Data Analytics · Supply Chain Management (SCM) · Commis Chef · Human Resources ...,,https://internshala.com/company/itc-limited-foods-division-1662791064/salaries-perks/,1,ITC Limited
,Q. How can I apply for a amazon web services (aws) internship on Internshala?,,https://internshala.com/internships/amazon-web-services-aws-internship/,1,Amazon
Wayspire Internship,We are pleased to offer you a position as the Campus Ambassador for Wayspire Ed Tech Pvt Limited,support@wayspire.com,https://wayspire.com/,0,
,"Sep 13, 2024 ... During my internship at [Previous Internship Company Name], I could ... HCL Technologies, behavioural questions play a pivotal role in ...",,https://blog.internshala.com/hcl-hr-interview-questions/,1,HCL Technologies
Technohacks Solutions,"Congratulations! We are pleased to inform you that you have been selected for the TechnoHacks EduTech Internship Program. This is an exciting opportunity for you to gain practical experience, learn from industry experts, and work with a team of domain experts.",info@technohacks.co.in,https://technohacks.co.in/,0,
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... Unilever ...,,https://internshala.com/company/kokana-asia-ingredients-1705596224/,1,Unilever
,Computer Science Internship Marketing Internship Finance Internship Graphic Design Internship Architecture Internship Mechanical Internship ... Unilever ...,,https://internshala.com/company/carpediem-1454995541/,1,Unilever
Mentorboxx,"MentorBoxx is happy to get you on board as a Community Influencer Intern for our product - MentorBoxx Courses for a time period of 3 Months. We created MentorBoxx with an aim to help students learn in their college while working in companies, for students who were looking to get mentored in their field of interest/passion, and we expect you to proceed with your internship keeping the same idea in your mind.",support@mentorboxx.com,https://mentorboxx.com/,0,
,This internship isn't available. Explore other exciting career opportunities here! Latest internships on Internshala:.,,https://internshala.com/internship/detail/data-analytics-internship-in-pune-at-deloitte-india1729794906,1,Deloitte
